"LegalForm","Region","PropRight","Purpose","Area","Subject"
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",6202.99968333331,1459
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",137.63850000000002,23
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",1843.2252000000008,442
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",14.4433,5
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",7.1611,6
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",1.6642,1
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Оренда,Не визначений,717.7275999999998,153
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Постійне користування,"01.01 Для ведення товарного сільськогосподарського виробництва",174.6897,8
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Постійне користування,"01.13 Для іншого сільськогосподарського призначення",1.5179,2
Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Суборенда,"01.03 Для ведення особистого селянського господарства",6.0,3
Юридична особа,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",7.551699999999999,5
Юридична особа,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",138.42670000000004,290
Юридична особа,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",30.5843,2
Юридична особа,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",48.2882,73
Юридична особа,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",3.1,1
Юридична особа,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",38.194299999999984,44
Юридична особа,ІВАНО-ФРАНКІВСЬКА ОБЛАСТЬ,Суборенда,"01.03 Для ведення особистого селянського господарства",5.3829,5
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",227.968,32
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",150.01610000000002,76
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"01.04 Для ведення підсобного сільського господарства",0.2966,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"01.05 Для індивідуального садівництва",0.30000000000000004,3
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"01.13 Для іншого сільськогосподарського призначення",65.4774,11
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",38.4951,20
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"03.02 Для будівництва та обслуговування будівель закладів освіти",1.535,1
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Власність,"11.03 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд будівельних організацій та підприємств",4.399,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Володіння,"03.02 Для будівництва та обслуговування будівель закладів освіти",3.4701,1
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Володіння,"09.01 Для ведення лісового господарства і пов'язаних з ним послуг",3515.403,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Забудови земельної ділянки (суперфіцій),"01.01 Для ведення товарного сільськогосподарського виробництва",0.8848,1
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",16.5597,3
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Інше,"01.02 Для ведення фермерського господарства",206.4246,6
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Інше,"01.03 Для ведення особистого селянського господарства",5.5325,3
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Користування (сервітут),"01.13 Для іншого сільськогосподарського призначення",18.6851,1
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Користування (сервітут),"03.07 Для будівництва та обслуговування будівель торгівлі",0.0156,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",911.2520999999992,666
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.02 Для ведення фермерського господарства",50.9254,3
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",106.81340000000003,89
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.13 Для іншого сільськогосподарського призначення",18.7,3
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),Не визначений,1.7196,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",36011.54490000012,12900
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",256.8843,41
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",4330.763799999998,1695
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",20.390099999999997,11
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"01.05 Для індивідуального садівництва",187.0011000000001,47
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",8.818,5
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",206.171,47
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"03.01 Для будівництва та обслуговування будівель органів державної влади та місцевого самоврядування",0.4349,1
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",0.24459999999999998,3
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"10.07 Для рибогосподарських потреб",38.6402,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",5.5417000000000005,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"12.04 Для розміщення та експлуатації будівель і споруд автомобільного транспорту та дорожнього господарства",0.04,1
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"12.08 Для розміщення та експлуатації будівель і споруд додаткових транспортних послуг та допоміжних операцій",0.189,1
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,"18.00 Землі загального користування (землі будь-якої категорії, які використовуються як майдани, вулиці, проїзди, шляхи, громадські пасовища, сіножаті, набережні, пляжі, парки, зелені зони, сквери, бульвари, водні об'єкти загального користування, а також інші землі, якщо рішенням відповідного органу державної влади чи місцевого самоврядування їх віднесено до земель загального користування)",9.1028,11
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Оренда,Не визначений,241.2722999999999,172
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Постійне користування,"01.01 Для ведення товарного сільськогосподарського виробництва",72.7983,4
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Постійне користування,"01.02 Для ведення фермерського господарства",30.2029,2
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",38.5162,12
Юридична особа,КИЇВСЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",30.6845,3
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",31.5955,4
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",84.7643,45
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.25,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Власність,Не визначений,1.9229,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",194.37869999999998,41
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Інше,"01.02 Для ведення фермерського господарства",8.38,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Інше,"01.03 Для ведення особистого селянського господарства",14.152800000000001,8
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Інше,"07.01 Для будівництва та обслуговування об'єктів рекреаційного призначення",15.6921,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Користування (сервітут),"01.01 Для ведення товарного сільськогосподарського виробництва",11.5271,3
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Користування (сервітут),"12.01 Для розміщення та експлуатації будівель і споруд залізничного транспорту",197.4366,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",577.658,92
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",83.05550000000001,19
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",36189.08069999985,6872
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",60.67779999999999,12
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",7439.088000000047,2139
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",38.7384,16
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"01.05 Для індивідуального садівництва",18.209200000000003,4
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"01.08 Для сінокосіння і випасання худоби",15.5667,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",5.3789,5
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",4.5431,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"10.07 Для рибогосподарських потреб",63.519999999999996,3
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",17.293100000000003,7
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"12.09 Для розміщення та експлуатації будівель і споруд іншого наземного транспорту",0.4822,2
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",54.5085,18
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Оренда,Не визначений,34.38879999999999,22
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Постійне користування,"01.02 Для ведення фермерського господарства",50.0,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",237.4919,4
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",50.0,1
Юридична особа,КІРОВОГРАДСЬКА ОБЛАСТЬ,Суборенда,"01.03 Для ведення особистого селянського господарства",14.0794,3
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Власність,"01.02 Для ведення фермерського господарства",1.6469,3
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",0.3302,1
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Власність,"01.13 Для іншого сільськогосподарського призначення",1.558,4
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Власність,"03.07 Для будівництва та обслуговування будівель торгівлі",0.0421,1
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Власність,Не визначений,0.1729,1
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",0.8763,1
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",59.171599999999984,11
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",14931.093199999987,2974
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",303.60780000000005,34
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",738.4896649999997,423
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Оренда,"01.07 Для городництва",12.9194,1
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",9.385200000000001,15
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Оренда,Не визначений,460.08459999999985,77
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",8.6988,3
Юридична особа,ЛУГАНСЬКА ОБЛАСТЬ,Суборенда,"01.13 Для іншого сільськогосподарського призначення",0.4921,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",4.224799999999999,11
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"01.02 Для ведення фермерського господарства",5.8664000000000005,3
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",22.987299999999998,14
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"01.13 Для іншого сільськогосподарського призначення",2.0,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"03.02 Для будівництва та обслуговування будівель закладів освіти",0.549,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"03.15 Для будівництва та обслуговування інших будівель громадської забудови",0.1263,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",1.6545,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Власність,"12.11 Для розміщення та експлуатації об'єктів дорожнього сервісу",0.9917,2
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Забудови земельної ділянки (суперфіцій),"01.01 Для ведення товарного сільськогосподарського виробництва",1.5058,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",283.6641999999999,192
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Інше,"01.03 Для ведення особистого селянського господарства",6.0573999999999995,3
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Інше,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",15.8211,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Користування (сервітут),"01.03 Для ведення особистого селянського господарства",8.0,4
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Користування (сервітут),"01.13 Для іншого сільськогосподарського призначення",6.5201,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Користування (сервітут),"12.01 Для розміщення та експлуатації будівель і споруд залізничного транспорту",12.3575,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",110.0399,52
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.03 Для ведення особистого селянського господарства",2.857,2
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",26942.81979999984,28434
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",526.0740999999997,69
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",1093.0994,785
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",13.894499999999997,4
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"01.08 Для сінокосіння і випасання худоби",15.0,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"01.10 Для пропаганди передового досвіду ведення сільського господарства",6.0,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",130.9442,45
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",2.0132,4
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"02.03 Для будівництва і обслуговування багатоквартирного житлового будинку",3.0,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"10.04 Для експлуатації та догляду за гідротехнічними, іншими водогосподарськими спорудами і каналами",3.5651,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"10.07 Для рибогосподарських потреб",150.3897,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",0.1438,1
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",21.4382,5
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,"17.00 Землі резервного фонду (землі, створені органами виконавчої влади або органами місцевого самоврядування у процесі приватизації сільськогосподарських угідь, які були у постійному користуванні відповідних підприємств, установ та організацій)",6.0,3
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Оренда,Не визначений,299.9231999999995,713
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Постійне користування,"01.01 Для ведення товарного сільськогосподарського виробництва",129.56199999999998,5
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Постійне користування,"01.02 Для ведення фермерського господарства",63.32690000000001,7
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Постійне користування,"01.04 Для ведення підсобного сільського господарства",469.6397,4
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Постійне користування,"01.10 Для пропаганди передового досвіду ведення сільського господарства",5466.798,37
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",176.55790000000002,25
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",47.45669999999999,25
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Суборенда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",35.904,3
Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Суборенда,Не визначений,3.3173,4
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",43.7773,9
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Власність,"01.02 Для ведення фермерського господарства",9.9748,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Власність,"01.03 Для ведення особистого селянського господарства",51.0979,27
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Власність,"01.13 Для іншого сільськогосподарського призначення",0.9149,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",0.1602,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Власність,"03.07 Для будівництва та обслуговування будівель торгівлі",1.8514,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Власність,Не визначений,8.026299999999999,7
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Забудови земельної ділянки (суперфіцій),"01.03 Для ведення особистого селянського господарства",2.0,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Інше,"01.01 Для ведення товарного сільськогосподарського виробництва",257.9346,43
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Інше,"01.03 Для ведення особистого селянського господарства",4.0,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Інше,"01.04 Для ведення підсобного сільського господарства",255.2775,15
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Інше,"01.08 Для сінокосіння і випасання худоби",28.0,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Інше,Не визначений,167.4321,10
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Користування (сервітут),"01.02 Для ведення фермерського господарства",39.2976,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),"01.01 Для ведення товарного сільськогосподарського виробництва",29.777500000000003,7
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Користування для с/г потреб (емфітевзис),Не визначений,18.5244,4
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"01.01 Для ведення товарного сільськогосподарського виробництва",48145.186699999984,10112
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"01.02 Для ведення фермерського господарства",1239.8311999999994,169
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"01.03 Для ведення особистого селянського господарства",2292.0456000000013,1142
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"01.04 Для ведення підсобного сільського господарства",28.195,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"01.05 Для індивідуального садівництва",4.3130000000000015,47
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"01.13 Для іншого сільськогосподарського призначення",2.7507,3
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",7.0032,3
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"02.03 Для будівництва і обслуговування багатоквартирного житлового будинку",0.2,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"03.07 Для будівництва та обслуговування будівель торгівлі",1.2255,3
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"03.10 Для будівництва та обслуговування будівель ринкової інфраструктури (адміністративних будинків, офісних приміщень та інших будівель громадської забудови, які використовуються для здійснення підприємницької та іншої діяльності, пов’язаної з отриманням прибутку)",2.4288999999999996,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"03.14 Для розміщення та постійної діяльності органів і підрозділів ДСНС",0.1724,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"03.15 Для будівництва та обслуговування інших будівель громадської забудови",0.3903,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",0.7177,1
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",33.987899999999996,18
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Оренда,Не визначений,7825.328699999963,2892
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Постійне користування,"01.13 Для іншого сільськогосподарського призначення",1325.6158999999998,8
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Постійне користування,"03.15 Для будівництва та обслуговування інших будівель громадської забудови",2.2183,3
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Суборенда,"01.01 Для ведення товарного сільськогосподарського виробництва",1117.4703999999995,223
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Суборенда,"01.02 Для ведення фермерського господарства",17.4116,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Суборенда,"01.04 Для ведення підсобного сільського господарства",136.011,2
Юридична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Суборенда,Не визначений,300.27669999999966,112
Юридична особа,Не визначений,Власність,"01.01 Для ведення товарного сільськогосподарського виробництва",612.0186999999999,0
Юридична особа,Не визначений,Власність,"01.02 Для ведення фермерського господарства",467.3864000000001,0
Юридична особа,Не визначений,Власність,"01.03 Для ведення особистого селянського господарства",416.08399999999995,0
Юридична особа,Не визначений,Власність,"01.13 Для іншого сільськогосподарського призначення",3.4206,0
Юридична особа,Не визначений,Власність,"02.01 Для будівництва і обслуговування житлового будинку, господарських будівель і споруд (присадибна ділянка)",1.4164,0
Юридична особа,Не визначений,Власність,"03.07 Для будівництва та обслуговування будівель торгівлі",0.6692,0
Юридична особа,Не визначений,Власність,"03.15 Для будівництва та обслуговування інших будівель громадської забудови",3.922,0
Юридична особа,Не визначений,Власність,"07.01 Для будівництва та обслуговування об'єктів рекреаційного призначення",5.1199,0
Юридична особа,Не визначений,Власність,"10.07 Для рибогосподарських потреб",869.2116,0
Юридична особа,Не визначений,Власність,"11.01 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємствами, що пов'язані з користуванням надрами",27.2535,0
Юридична особа,Не визначений,Власність,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",1.0194999999999999,0
Юридична особа,Не визначений,Власність,"11.03 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд будівельних організацій та підприємств",3.5163,0
Юридична особа,Не визначений,Власність,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",4.0,0
Юридична особа,Не визначений,Володіння,"01.02 Для ведення фермерського господарства",183.3,0
Юридична особа,Не визначений,Володіння,"01.03 Для ведення особистого селянського господарства",44.0,0
Юридична особа,Не визначений,Володіння,"01.08 Для сінокосіння і випасання худоби",300.0,0
