CreateAt,LegalForm,Region,TypeProgram,NameProgram,organization,TotalAmount,DesiredAmount,ProvidedAmount,LandParcelCount,AnimalCount
2023-03-20,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[07] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,20000000,0,1,790
2023-03-20,ФОП,СУМСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[6.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,56000,0,704,206
2023-03-20,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[6.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,45000,670000,120,97
2023-03-21,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[6.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,123,0,1,5
2023-03-21,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство","КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",111000000,1000000,250000,0,23
2023-03-21,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[6.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,123000,0,12,0
2023-03-21,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),1231213,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123123123,123,123123,120,97
2023-03-21,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[6.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,123213,0,120,97
2023-03-21,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[а150] Вам потрібна згідно умов Програми,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,230000,925000,120,97
2023-03-22,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,р2,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,45646,0,1,5
2023-03-22,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,р2,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,345345,0,704,206
2023-03-22,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Бюджетна субсидія на одиницю оброблюваних угідь (1 га),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,23333,0,0,0
2023-03-22,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,234000,0,120,97
2023-03-22,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Бюджетна субсидія на одиницю оброблюваних угідь (1 га),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123000,0,120,97
2023-03-22,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,р2,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123,0,120,97
2023-03-23,ФОП,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,21200,0,0,0
2023-03-23,ФОП,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[06] Утримання корів,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,21200,0,0,0
2023-03-24,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ ",FAO,111000000,100000,1000,1,5
2023-03-24,ФОП,ЖИТОМИРСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів  (Копія 2),"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,21200,0,0,0
2023-03-24,ФОП,ЖИТОМИРСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[05] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,21200,0,0,0
2023-03-24,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,212000,0,0,0
2023-03-24,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[04] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,21200,0,0,0
2023-03-24,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[05] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,21200,0,0,0
2023-03-28,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[7.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,345345,0,1,5
2023-03-28,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",FAO,111000000,100000,25000,10,0
2023-03-28,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів  (Копія 1),"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,20,0,10,0
2023-03-28,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[7.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,45000,45000,120,97
2023-03-29,ФОП,ЗАПОРІЗЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",FAO,111000000,37000,1234,1,0
2023-03-29,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ (",FAO,111000000,12345,0,1252,0
2023-03-30,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Розподіл насіння серед малих фермерів у постраждалих від війни областях [TEST00.5] ,FAO,200000000,0,0,3,2
2023-03-30,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Знаходяться на деокупованих територіях,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,26000000,12312,0,120,97
2023-03-30,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна дотація за утримання корів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,12312,0,120,97
2023-03-31,Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[7.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,123,0,131,0
2023-04-03,ФОП,ЖИТОМИРСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,232321,0,0,0
2023-04-03,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів  (Копія 1),"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,212312,0,1,790
2023-04-03,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Розподіл насіння серед малих фермерів у постраждалих від війни областях [REV-TEST],FAO,200000000,0,0,10,0
2023-04-03,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[8.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,234234,23420,120,97
2023-04-04,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ((",FAO,111000000,10000,10000,3,2
2023-04-04,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[8.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,120000,0,0,0
2023-04-04,Юридична особа,ЗАПОРІЗЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),"Знаходяться на окупованих територіях / Знаходяться на територіях, де ведуться бойові дії",УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,26000000,6546,0,406,0
2023-04-04,Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,65645,0,131,0
2023-04-05,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Всі інші території України / Знаходяться на звільнених територіях,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,26000000,5675,0,1,5
2023-04-05,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ!",FAO,111000000,37000,1000,3,2
2023-04-05,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,9300,0,335,1395
2023-04-06,ФОП,ЛУГАНСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"(01)Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство ","КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",111000000,1231,0,9,0
2023-04-07,Юридична особа,СУМСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"(01)Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство ","КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",111000000,2342,0,2,1
2023-04-08,ФОП,Не визначений,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Розподіл насіння серед малих фермерів у постраждалих від війни областях [TEST00.5] ,FAO,200000000,0,0,0,0
2023-04-09,ФОП,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[06] Утримання корів,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,30000,0,0,1
2023-04-10,ФОП,ВІННИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,30000,0,25,3
2023-04-11,ФОП,СУМСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,132123132,0,50,0
2023-04-11,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"(01)Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство ","КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",111000000,100000,0,120,97
2023-04-11,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"[FINAL]Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості-вино-Грантова Угода ТЕСТ!",FAO,111000000,12312,0,120,97
2023-04-12,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,7897,0,120,97
2023-04-12,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,Бюджетна дотація за утримання корів (Копія 3),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,230000,0,120,97
2023-04-12,Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,"(01)Комплексне, конкурентоспроможне та економічно раціональне створення ланцюжків доданої вартості - виноробство ","КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",111000000,100000,0,0,0
2023-04-14,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,"[14.04] Вибір отримувача техніки для завантаження рукавів для зберігання зерна серед операторів, що набрали від 1 рукава",Укрдержфонд,1,0,0,0,0
2023-04-14,Юридична особа,ЧЕРНІГІВСЬКА ОБЛАСТЬ,Інші,[Вар 3_0303_MINAGRO] Подання пакета документів на визначення підприємства критично важливим (Копія 1),Укрдержфонд,50,0,0,131,0
2023-04-15,Фізична особа,ДНІПРОПЕТРОВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[05] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,20000,0,0,0
2023-04-16,Юридична особа,ХМЕЛЬНИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,5300,0,0,0
2023-04-17,Фізична особа,Не визначений,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,21200,0,0,0
2023-04-18,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,"[14.04v2] Вибір отримувача техніки для завантаження рукавів для зберігання зерна серед операторів, що набрали від 1 рукава",Укрдержфонд,1,0,0,0,0
2023-04-19,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Інші,[01] Подання пакета документів на визначення підприємства критично важливим...,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,50,0,0,120,97
2023-04-20,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,"[14.04v2] Вибір отримувача техніки для завантаження рукавів для зберігання зерна серед операторів, що набрали від 1 рукава",Укрдержфонд,1,0,0,10,0
2023-04-25,Фізична особа,ВІННИЦЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Всі інші території України / Знаходяться на звільнених територіях,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,26000000,234,0,94,0
2023-04-25,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),тест вручну,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,23423423,0,15,13
2023-04-25,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна субсидія на одиницю оброблюваних угідь (1 га),УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123123,0,15,13
2023-04-25,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,тест імпорт,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,12321,0,15,13
2023-04-25,ФОП,ХАРКІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,тест копія,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,12321,0,15,13
2023-04-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),тест вручну,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123123123,0,335,1395
2023-04-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[LST] Бюджетна дотація за утримання корів,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,12312,0,335,1395
2023-04-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,тест імпорт,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123,0,335,1395
2023-04-25,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,тест копія,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123123,0,335,1395
2023-04-27,Фізична особа,ВІННИЦЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),12312,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123123,2342,12300,0,0
2023-04-27,Фізична особа,ВІННИЦЬКА ОБЛАСТЬ,Надання грантів в рамках міжнародної фінансової допомоги,[8.0] Cтворення ланцюжків доданої вартості - виноробство,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,111000000,111000000,0,0,0
2023-04-27,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,кокококо,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,46464,0,1,5
2023-04-27,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,[01] Подання пакета документів на визначення підприємства критично важливим...,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,50,0,0,0,0
2023-04-27,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,[Вар 2_0303_MINAGRO] Подання пакета документів на визначення підприємства критично важливим (Копія 1),Укрдержфонд,50,0,0,0,0
2023-04-27,Юридична особа,ВІННИЦЬКА ОБЛАСТЬ,Інші,[Вар 3_0303_MINAGRO] Подання пакета документів на визначення підприємства критично важливим,Укрдержфонд,50,0,0,0,0
2023-04-27,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,кокококо,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123000,0,120,97
2023-04-27,Юридична особа,ОДЕСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,кокококо,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,1545500000,123333,0,4,137
2023-04-28,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),12312,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123123,123,12321,120,97
2023-04-28,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Інші,[01] Подання пакета документів на визначення підприємства критично важливим...,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,50,0,0,120,97
2023-04-28,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,456,0,120,97
2023-04-28,Юридична особа,СУМСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),12312,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,123123,12321,0,2,1
2023-04-28,Юридична особа,СУМСЬКА ОБЛАСТЬ,Інші,[01] Подання пакета документів на визначення підприємства критично важливим...,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,50,0,0,2,1
2023-04-30,Фізична особа,ВІННИЦЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[07] Утримання корів ,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,5000,0,0,0
2023-05-04,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Інші,[Вар 3_0303_MINAGRO] Подання пакета документів на визначення підприємства критично важливим,Укрдержфонд,50,0,0,10,0
2023-05-06,Фізична особа,РІВНЕНСЬКА ОБЛАСТЬ,Підтримка фермерських господарств та інших виробників сільськогосподарської продукції,[03] Утримання корів  (Копія 4),"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",900000000000,15900,0,0,0
2023-05-11,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01 - 02] NP ,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,12321,0,1,5
2023-05-11,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,11435,0,2,10
2023-05-11,Фізична особа,ЛУГАНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[02] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,31232,0,1,5
2023-05-11,ФОП,СУМСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01 - 02] NP ,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,12321,0,704,206
2023-05-11,ФОП,СУМСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,124355,0,1408,412
2023-05-11,ФОП,СУМСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[02] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,12321,0,704,206
2023-05-11,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,573552,0,359,1395
2023-05-11,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01 - 02] NP ,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,2553,0,240,194
2023-05-11,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01 - 03] NP,Укрдержфонд,3400000000,123,0,120,97
2023-05-11,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[01] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,96221,0,240,194
2023-05-11,Юридична особа,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[02] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,12321,0,120,97
2023-05-16,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Напівавтоматичний,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",234213423423,1231212,0,1,790
2023-05-17,Фізична особа,МИКОЛАЇВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[10] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,23432,0,3,2
2023-05-17,ФОП,ЗАПОРІЗЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[10] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,23432,0,1,0
2023-05-17,ФОП,ЛЬВІВСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),Напів автоматичний,"КИЇВСЬКА КОНДИТЕРСЬКА ФАБРИКА ""РОШЕН""",2342342,234212,0,1,790
2023-05-17,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[10] NP,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,2342,0,10,0
2023-05-17,Юридична особа,ВОЛИНСЬКА ОБЛАСТЬ,Грантова співучасть у фінансуванні інвестиційних проектів (matching grants),[11] same org NP ,УКРАЇНСЬКІ ХЛІБНІ ТРАДИЦІЇ,3400000000,23432,0,10,0
