LegalForm,catottg_region,Region,catottg_district,District,catottg_community,Community,PropRight,Purpose,Area,Subject
Юридична особа,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,UA35080000000062763,ОЛЕКСАНДРІЙСЬКИЙ РАЙОН,UA35080150000074379,ПРИЮТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,12.777999999999999,4
Юридична особа,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,UA35080000000062763,ОЛЕКСАНДРІЙСЬКИЙ РАЙОН,UA35080170000077673,СВІТЛОВОДСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,0.064,1
Юридична особа,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,UA35080000000062763,ОЛЕКСАНДРІЙСЬКИЙ РАЙОН,UA35080110000063919,ПЕТРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Постійне користування,01.02 Для ведення фермерського господарства,50.0,1
Юридична особа,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,UA35080000000062763,ОЛЕКСАНДРІЙСЬКИЙ РАЙОН,UA35080030000042560,НОВОПРАЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.01 Для ведення товарного сільськогосподарського виробництва,226.9437,2
Юридична особа,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,UA35080000000062763,ОЛЕКСАНДРІЙСЬКИЙ РАЙОН,UA35080150000074379,ПРИЮТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.01 Для ведення товарного сільськогосподарського виробництва,10.5482,2
Юридична особа,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,UA35080000000062763,ОЛЕКСАНДРІЙСЬКИЙ РАЙОН,UA35080030000042560,НОВОПРАЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.02 Для ведення фермерського господарства,50.0,1
Юридична особа,UA35000000000016081,КІРОВОГРАДСЬКА ОБЛАСТЬ,UA35080000000062763,ОЛЕКСАНДРІЙСЬКИЙ РАЙОН,UA35080090000078673,ПАНТАЇВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.03 Для ведення особистого селянського господарства,14.0794,3
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.02 Для ведення фермерського господарства,1.6469,3
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,0.3302,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.13 Для іншого сільськогосподарського призначення,1.5263,3
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.13 Для іншого сільськогосподарського призначення,0.0317,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,03.07 Для будівництва та обслуговування будівель торгівлі,0.0421,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,Не визначений,0.1729,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100070000070448,ЛОЗНО-ОЛЕКСАНДРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,0.8763,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,9.443999999999999,5
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,49.727599999999995,6
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,3964.1846,930
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100070000070448,ЛОЗНО-ОЛЕКСАНДРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1371.1652999999994,258
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100090000087782,НИЖНЬОДУВАНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,7.2805,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,5440.265700000005,1170
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100130000017965,ТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1529.384800000001,260
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44120000000092852,СЄВЄРОДОНЕЦЬКИЙ РАЙОН,UA44120070000073915,ПОПАСНЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,2194.028899999999,340
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44140000000031142,СТАРОБІЛЬСЬКИЙ РАЙОН,UA44140050000026566,МАРКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,323.8,8
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44160000000057142,ЩАСТИНСЬКИЙ РАЙОН,UA44160070000013725,ШИРОКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,100.98339999999999,7
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,198.38840000000002,18
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,10.8911,3
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100130000017965,ТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,49.328199999999995,6
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44120000000092852,СЄВЄРОДОНЕЦЬКИЙ РАЙОН,UA44120070000073915,ПОПАСНЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.02 Для ведення фермерського господарства,45.000099999999996,7
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,77.47169999999997,51
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100070000070448,ЛОЗНО-ОЛЕКСАНДРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,111.03879999999998,74
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,295.0906649999999,159
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100130000017965,ТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,175.97959999999978,100
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44120000000092852,СЄВЄРОДОНЕЦЬКИЙ РАЙОН,UA44120070000073915,ПОПАСНЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.03 Для ведення особистого селянського господарства,78.90889999999999,39
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.07 Для городництва,12.9194,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.13 Для іншого сільськогосподарського призначення,1.9543,13
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100070000070448,ЛОЗНО-ОЛЕКСАНДРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.13 Для іншого сільськогосподарського призначення,7.4309,2
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100110000061602,СВАТІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,30.6083,4
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100130000017965,ТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,179.18940000000003,30
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44120000000092852,СЄВЄРОДОНЕЦЬКИЙ РАЙОН,UA44120070000073915,ПОПАСНЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,Не визначений,250.28689999999997,43
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100010000048313,БІЛОКУРАКИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.01 Для ведення товарного сільськогосподарського виробництва,8.6387,2
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100130000017965,ТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.01 Для ведення товарного сільськогосподарського виробництва,0.0601,1
Юридична особа,UA44000000000018893,ЛУГАНСЬКА ОБЛАСТЬ,UA44100000000052765,СВАТІВСЬКИЙ РАЙОН,UA44100130000017965,ТРОЇЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Суборенда,01.13 Для іншого сільськогосподарського призначення,0.4921,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100130000048262,МОРШИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.01 Для ведення товарного сільськогосподарського виробництва,4.224799999999998,11
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120110000062257,СОКАЛЬСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.02 Для ведення фермерського господарства,5.8664000000000005,3
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040050000062043,ЗАБОЛОТЦІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,13.1973,9
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,1.99,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100250000088835,ТРОСТЯНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,4.0,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120090000051307,РАДЕХІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.03 Для ведення особистого селянського господарства,3.8,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100270000094052,ХОДОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,01.13 Для іншого сільськогосподарського призначення,2.0,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,03.02 Для будівництва та обслуговування будівель закладів освіти,0.549,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,03.15 Для будівництва та обслуговування інших будівель громадської забудови,0.1263,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120090000051307,РАДЕХІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,"11.02 Для розміщення та експлуатації основних, підсобних і допоміжних будівель та споруд підприємств переробної, машинобудівної та іншої промисловості",1.6545,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040050000062043,ЗАБОЛОТЦІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Власність,12.11 Для розміщення та експлуатації об'єктів дорожнього сервісу,0.9917,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060290000052876,НОВОЯРИЧІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Забудови земельної ділянки (суперфіцій),01.01 Для ведення товарного сільськогосподарського виробництва,1.5058,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060190000038354,КАМ’ЯНКА-БУЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,48.265699999999995,43
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120070000071541,ЛОПАТИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,1.4645,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140030000023506,МОСТИСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,162.3291,146
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140090000079730,ШЕГИНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.01 Для ведення товарного сільськогосподарського виробництва,71.6049,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140030000023506,МОСТИСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,01.03 Для ведення особистого селянського господарства,6.0573999999999995,3
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060430000091455,СОЛОНКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Інше,"16.00 Землі запасу (земельні ділянки кожної категорії земель, які не надані у власність або користування громадянам чи юридичним особам)",15.8211,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100270000094052,ХОДОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування (сервітут),01.03 Для ведення особистого селянського господарства,8.0,4
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46120000000057093,ЧЕРВОНОГРАДСЬКИЙ РАЙОН,UA46120070000071541,ЛОПАТИНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування (сервітут),01.13 Для іншого сільськогосподарського призначення,6.5201,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування (сервітут),12.01 Для розміщення та експлуатації будівель і споруд залізничного транспорту,12.3575,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100050000053848,ЖИДАЧІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,0.9807,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,91.92999999999996,45
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100270000094052,ХОДОРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,32.225500000000004,11
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46140000000036328,ЯВОРІВСЬКИЙ РАЙОН,UA46140030000023506,МОСТИСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.01 Для ведення товарного сільськогосподарського виробництва,2.5037,1
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46100000000023056,СТРИЙСЬКИЙ РАЙОН,UA46100230000047305,СТРИЙСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Користування для с/г потреб (емфітевзис),01.03 Для ведення особистого селянського господарства,2.857,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46020000000075920,ДРОГОБИЦЬКИЙ РАЙОН,UA46020030000019252,ДРОГОБИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,451.33450000000016,286
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46020000000075920,ДРОГОБИЦЬКИЙ РАЙОН,UA46020050000037271,МЕДЕНИЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,313.36670000000004,725
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040010000033885,БРОДІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,227.61699999999965,470
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040030000058332,БУСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,169.299,228
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040050000062043,ЗАБОЛОТЦІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,710.2049000000001,886
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040070000032075,ЗОЛОЧІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1698.9293999999998,1543
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040090000012087,КРАСНЕНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,219.00399999999996,208
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46040000000069196,ЗОЛОЧІВСЬКИЙ РАЙОН,UA46040130000035029,ПОМОРЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,31.7497,16
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060010000049728,БІБРСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,857.8778999999981,1376
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060030000020652,ВЕЛИКОЛЮБІНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1.5925,2
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060050000016451,ГЛИНЯНСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,24.349200000000003,31
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060070000047720,ГОРОДОЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,1.4573,3
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060090000017373,ДАВИДІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,108.59050000000003,154
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060110000011684,ДОБРОСИНСЬКО-МАГЕРІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,384.54759999999766,379
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060130000059055,ЖОВКІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,365.96149999999994,430
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060150000060045,ЖОВТАНЕЦЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,16.946900000000003,26
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060170000014754,ЗИМНОВОДІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,8.0001,4
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060190000038354,КАМ’ЯНКА-БУЗЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,173.7404,203
Юридична особа,UA46000000000026241,ЛЬВІВСЬКА ОБЛАСТЬ,UA46060000000042587,ЛЬВІВСЬКИЙ РАЙОН,UA46060210000047788,КОМАРНІВСЬКА ТЕРИТОРІАЛЬНА ГРОМАДА,Оренда,01.01 Для ведення товарного сільськогосподарського виробництва,7.207100000000005,44
